zip,median_home_value,median_rent,owner_occ_pct,median_hh_income,crime_per_1k,commute_minutes,commute_miles
78214,132207.1237930214,906.0,0.5893303348325837,38591.0,323.6449332285939,18.472063164820316,7.696692985341797
78224,201868.8778260351,1685.7460317460318,0.534787915776625,53841.0,289.4347722394467,28.04230378420381,11.684293243418255
78015,584324.1382504465,2156.0,0.9327956989247311,146838.0,0.32432933327155633,56.05141273123061,23.354755304679422
78219,166819.9316349963,1373.0555555555557,0.5612810878511362,49534.0,327.4540810120423,8.873442913961306,3.697267880817211
78220,147557.6763943455,1293.4722222222224,0.549074686054197,39694.0,339.14533955907564,9.396716415865864,3.9152985066107773
78255,535645.2384196671,2011.1515151515152,0.8422876949740035,149188.0,21.378588351975313,44.98087320482617,18.742030502010905
78248,486678.13643040234,1219.1,0.6970743230964929,125089.0,57.83330839443364,25.158073703657795,10.482530709857414
78252,247001.15445896084,1675.8034690799395,0.8972723273207215,80270.0,46.402969790066564,41.22670952370122,17.17779563487551
78225,124593.24712403926,1275.0,0.6808100289296046,43883.0,202.65178959571077,16.42053184220308,6.841888267584617
78204,158669.3793563431,1404.7965388584587,0.4478503184713376,47620.0,370.4570139527112,12.354096330460036,5.147540137691682
78266,563759.3596459992,2450.0,0.9321511179645335,132024.0,63.50354404744683,36.99628035502248,15.415116814592702
78256,582580.1999553837,1579.892528735632,0.28813236972232786,70177.0,136.53136531365314,38.15206340492537,15.896693085385573
78073,240520.9807469004,2000.0,0.8306574923547401,64375.0,127.56264236902051,43.3523371838576,18.063473826607336
78202,152194.45540396066,1406.396103896104,0.5001142857142857,39759.0,408.35482207323366,5.277552439653978,2.1989801831891578
78231,437379.83217104134,1160.1333333333334,0.6694029850746268,106719.0,126.25350982751704,25.17029192834705,10.487621636811273
78203,154125.94965561913,1740.0,0.4904852521408183,32500.0,347.89331271743333,7.193719784812097,2.9973832436717074
78257,905219.680652293,1384.5026115859448,0.3874740614978306,74437.0,263.4161300214658,36.56577676966746,15.235740320694775
78208,169170.58280259927,1499.1,0.3365591397849462,23864.0,460.3440038222647,3.4436843092175495,1.4348684621739791
78215,413012.5799921467,1621.3055555555557,0.044404168554599006,77725.0,1023.831631073971,5.9204735221995195,2.466863967583133
78205,610574.006235803,2587.0873015873017,0.07860615883306321,36746.0,3166.570936243538,8.225565139738915,3.4273188082245483
